Brand,Category,Details,DrugFacts,NumberofReviews,Path,Price,ProductLink,ProductName,StarRating,SubCategory
Olay,Beauty,"Highlights
Face Cleansing Devise
Maximize Your Moisturizer
2 Speeds for 2 Cleans
Makeup no More
Water Resistant
Are you feeling makeup buildup? Or a Tuesday so busy you're already dreaming of Friday? Elevate your daily skin care cleansing routine with our dermatologist-designed Olay Regenerist Face Cleansing Device. This 2-speed facial brush boosts the power of your cleanser for a deeper clean - delivering superior cleansing on hard-to-remove makeup. Just dampen your face, apply your favorite Regenerist cleanser, moisten the brush head, and gently exfoliate your face for 60 seconds to remove those dulling surface cells. Rinse for soft, refreshed skin, and your face will be primed to maximize the hydrating effectiveness of your moisturizer and better absorb anti-aging ingredients, like Niacinamide Vitamin B3. So treat yourself to self-care with our water-resistant facial brush.
Product Form: Brush
Package Quantity: 1
Beauty Purpose: Deep cleaning, Pore Cleansing, exfoliating, skin texture improvement, fine line reduction
Recommended Skin Type: Normal, combination, oily, mature
Material: Plastic
TCIN: 75563792
UPC: 075609194672
Item Number (DPCI): 037-12-4505
Healthcare Disclaimer:
Content on this site is for reference purposes only. Target does not represent or warrant that the nutrition, ingredient, allergen and other product information on our Web or Mobile sites are accurate or complete, since this information comes from the product manufacturers. On occasion, manufacturers may improve or change their product formulas and update their labels. We recommend that you do not rely solely on the information presented on our Web or Mobile sites and that you review the product's label or contact the manufacturer directly if you have specific product concerns or questions. If you have specific healthcare concerns or questions about the products displayed, please contact your licensed healthcare professional for advice or answers.
If the item details above aren’t accurate or complete, we want to know about it. Report incorrect product info.",,144,Target/Beauty/Bath & Body/Bath Accessories,$24.99,https://www.target.com/p/olay-regenerist-face-cleansing-device/-/A-75563792,Olay Regenerist Face Cleansing Device,4.5,Bath & Body
Que Bella,Beauty,"Chat with a Target Beauty Concierge
Paraben Free
Aluminum Free
Highlights
Peel-off face mask brightens and moisturizes
Watermelon infusion hydrates skin for a radiant, glowing complexion
Great for use on normal and combination skin types
Give your skin some refreshing relief with the Relieving Peel-Off Watermelon Mask from Que Bella. If you have been looking for a facial treatment that revitalizes and firms the skin, this mask is it. Infused with juicy watermelon, this mask hydrates to help develop a more glowing complexion. Simply spread it on, let dry and peel off for plumper, brighter and less tired-looking skin.
Scent: Fruit
Health Facts: DMDM Hydantoin-free, PABA-free, Petroleum-free, phthalate-free, Soap-free, Sulfate-free, Talcum-free, butylparaben-free, contains antioxidants, contains hyaluronic acid, contains oils, contains vitamin E, formaldehyde donor-free, formaldehyde-free, lanolin-free, mineral oil-free, nonylphenol ethoxylate free, propylparaben-free, shea butter-free, silicone-free, sodium lauryl sulfate-free, water-based, contains castor oil, aluminum-free
Product Warning: Adult Use Only
Product Form: Peel
Beauty Purpose: Moisturizing, brightening, deep hydration, spot treatment
Recommended Skin Type: Combination, normal
TCIN: 51169038
UPC: 5060242151712
Item Number (DPCI): 037-08-1968
Healthcare Disclaimer:
Content on this site is for reference purposes only. Target does not represent or warrant that the nutrition, ingredient, allergen and other product information on our Web or Mobile sites are accurate or complete, since this information comes from the product manufacturers. On occasion, manufacturers may improve or change their product formulas and update their labels. We recommend that you do not rely solely on the information presented on our Web or Mobile sites and that you review the product's label or contact the manufacturer directly if you have specific product concerns or questions. If you have specific healthcare concerns or questions about the products displayed, please contact your licensed healthcare professional for advice or answers.
Paraben Free
A product that either carries an unqualified on-pack statement indicating that the product is free from parabens, or carries an unqualified on-pack statement ""no parabens.""
Aluminum Free
A product that either makes an unqualified on-pack statement indicating that it does not contain aluminum, or carries an unqualified on-pack statement ""no aluminum"" or ""aluminum-free.""
See how we make shopping for wellness even easier.
Learn more about our wellness icons
If the item details above aren’t accurate or complete, we want to know about it. Report incorrect product info.","Inactive ingredients
Aqua (water), Polyvinyl Alcohol, Alcohol Denat., Peg-32, Peg-40 Hydrogenated Castor Oil, (fragrance), Glycerin, Sodium Acetate, Methyl Acetate, Xanthan Gum, Ethylhexylglycerin, Citrullus Lanatus (watermelon) Fruit Extract, Sodium Hyaluronate, Sodium Benzoate, Potassium Sorbate, Tocopherol, Benzyl Alcohol, Ci 17200 (red 33), Ci 14700 (red 4).",12,Target/Beauty/Skin Care/Facial Treatments,$1.99,https://www.target.com/p/que-bella-relieving-peel-off-face-mask-watermelon/-/A-51169038,Que Bella Relieving Peel Off Face Mask - Watermelon,2.3,Skin Care
Love Beauty and Planet,Beauty,"Clean
Paraben Free
Cruelty Free
Vegan
Highlights
Love Beauty and Planet Murumuru Butter & Rose bath bombs are perfect for your pampering bath!
Our Bountiful Bouquet Bath Bombs are infused with Organic Coconut Oil.
Soak up with our bubbly bath fizzy that has lush Amazonian Murumuru Butter and rich scents of handpicked Bulgarian Rose. A warm fizzy bath, for that soft fuzzy feeling.
YES Organic Coconut Oil, YES Natural Murumuru Butter, YES Ethically Sourced Rose, YES Vegan, YES Not Tested on Animals, NO Parabens, NO Guilt, Recyclable Carton
Our goal is a carbon footprint so small, it's like we weren't even here. We've started our journey by packing our products in recyclable cartons. Our delicate scents are infused with natural and ethically sourced oils and extracts.
At Love Beauty and Planet we are committed to acts of love that make you and our planet a little more beautiful, everyday. Our goal is a carbon footprint so small it's like we weren't even here. We started our journey by loading our beauty products with goodness. Every one of our cartons are recyclable. Pamper yourself with our Bountiful Bouquet Bath Bomb! Our Murumuru Butter and Rose Bath Bomb is made with organic coconut oil, no parabens and is not tested on animals, leaving you and the planet a little more beautiful. Enjoy a fragrant bath with lush Amazonian Murumuru Butter and scents of handpicked Bulgarian Rose, ethically sourced from the Rose Valley of Bulgaria. How to use our fragrant bath bombs? Fill your bath tub with warm water, unwrap the bath bomb, and drop it in your tub for some fizzy fun. Soak in and let the delightful scents take you away. On days when your skin craves a good scrub, try our Love Beauty and Planet Sugar and Rose Peace and Glow Creamy Body Scrub. Don't stop there! Try our Murumuru Butter & Rose Delicious Glow Body Lotion for 24 hour moisturization. For brilliantly beautiful hair, try our Love Beauty and Planet Murumuru Butter and Rose Oil Blooming Color Shampoo and Conditioner to complete your beauty routine. At Love, Beauty and Planet, we are starting a beautiful movement. Are you in? To learn more visit lovebeautyandplanet website
Scent: Floral
Suggested Age: 5 Years and Up
Health Facts: Phthalate-free, formaldehyde donor-free, formaldehyde-free, propylparaben-free, butylparaben-free, nonylphenol ethoxylate free
Product Warning: Use with adult supervision
Product Form: Bath bomb
Sustainability Claims: Cruelty-free
Beauty Purpose: Moisturizing, basic cleansing, soothing, Fragrance
Recommended Skin Type: Normal, dry, oily, combination, sensitive, mature
TCIN: 75567419
UPC: 055086004305
Item Number (DPCI): 049-00-1800
Clean
Your clear choice for clean.  Ingredients these products are formulated without, by category: • Beauty, Personal Care & Cleaning - formulated without Phthalates, Propyl-paraben & Butyl-paraben, Sodium Laureth Sulfate (SLES). • Feminine Care, Adult Care & Diapers - fragrance free and chlorine free. • Pets - formulated with meat, poultry, or seafood as the first ingredient, and without artificial colors, flavors, or preservatives.
Paraben Free
A product that either carries an unqualified on-pack statement indicating that the product is free from parabens, or carries an unqualified on-pack statement ""no parabens.""
Cruelty Free
A product has an independent third-party certification on pack or unqualified on-pack marketing claim relating to being cruelty-free and/or not tested on animals.
Vegan
A product that carries an unqualified independent, third-party certification, or carries on-pack statement relating to the product being 100% vegan.
See how we make shopping for wellness even easier.
Learn more about our wellness icons
If the item details above aren’t accurate or complete, we want to know about it. Report incorrect product info.","Inactive ingredients
Sodium Bicarbonate, Citric Acid, Maltodextrin, Sodium Chloride, Fragrance, Coconut Oil, Shea Butter, Water (aqua), Kaolin, Astrocaryum Murumuru Seed Butter, Rosa Damascena Flower Extract, Benzyl Salicylate, Benzyl Alcohol, Coumarin, Linalool, Red 4 (ci 14700).",164,Target/Beauty/Bath & Body/Bath Bombs,$6.99,https://www.target.com/p/love-beauty-planet-murumuru-butter-rose-bath-bombs-2ct/-/A-75567419,Love Beauty & Planet Murumuru Butter & Rose Bath Bombs - 2ct,4.5,Bath & Body
Pacifica,Beauty,"Clean
Cruelty Free
Vegan
Highlights
A light, alcohol-free spray designed to cover your body from hair to toe in amazing scent.
Natural and essential oils
100% Vegan and Cruelty-free
Formulated without phthalates, parabens and petroleum.
Mist your beautiful body in scent. Smile & head out into this magical world. You've got this. A tropical blend of sweet juicy guava and citrusy pomello come to life in a base of subtle coconut. The scent of the South Pacific.
Scent: Fresh
Health Facts: Phthalate-free, formaldehyde donor-free, formaldehyde-free, propylparaben-free, butylparaben-free, nonylphenol ethoxylate free
Product Form: Spray
Package Quantity: 1
Sustainability Claims: Cruelty-free
TCIN: 52720086
UPC: 687735302458
Item Number (DPCI): 052-05-0338
Origin: Made in the USA
Clean
Your clear choice for clean.  Ingredients these products are formulated without, by category: • Beauty, Personal Care & Cleaning - formulated without Phthalates, Propyl-paraben & Butyl-paraben, Sodium Laureth Sulfate (SLES). • Feminine Care, Adult Care & Diapers - fragrance free and chlorine free. • Pets - formulated with meat, poultry, or seafood as the first ingredient, and without artificial colors, flavors, or preservatives.
Cruelty Free
A product has an independent third-party certification on pack or unqualified on-pack marketing claim relating to being cruelty-free and/or not tested on animals.
Vegan
A product that carries an unqualified independent, third-party certification, or carries on-pack statement relating to the product being 100% vegan.
See how we make shopping for wellness even easier.
Learn more about our wellness icons
If the item details above aren’t accurate or complete, we want to know about it. Report incorrect product info.","Inactive ingredients
Aqua (purified Water), Parfum (pacifica's Own Fragrance Blend With Natural And Essential Oils), Polysorbate 20, Sodium Benzoate, Potassium Sorbate.",17,Target/Beauty/Bath & Body/Body Mist,$11.99,https://www.target.com/p/hawaiian-ruby-guava-by-pacifica-perfumed-hair-body-mist-women-s-body-spray-6-fl-oz/-/A-52720086,Hawaiian Ruby Guava by Pacifica Perfumed Hair & Body Mist Women's Body Spray - 6 fl oz,4.9,Bath & Body
Pixi,Beauty,"Chat with a Target Beauty Concierge
Clean
Highlights
Moisturizes, hydrates and plumps
Enhances skin's natural glow
Avocado Oil is an excellent source of fatty acids & antioxidants
Rose Oil & Argan Oil restore & smooth
Infused with 7 types of Rose Flower extracts and antioxidants, this lightweight mist helps soothe and strengthen the skin. Helping to moisturize, improve elasticity and provide free radical protection, skin's complexion is left with a naturally enhanced glow.
Shake to mix, close eyes and mist over face and neck before makeup to help calm and smooth. Use after makeup to set and add a natural dewy finish. Apply anytime to give skin a boost of antioxidant hydration.
Scent: Bergamot
Health Facts: Contains Olive Oil, contains avocado oil, Contains Aloe, phthalate-free, formaldehyde-free, formaldehyde donor-free, butylparaben-free, propylparaben-free, nonylphenol ethoxylate free
Product Form: Spray
Beauty Purpose: Soothing, moisturizing
Recommended Skin Type: Normal, dry, combination, oily
TCIN: 53449116
UPC: 885190820085
Item Number (DPCI): 052-18-0035
Healthcare Disclaimer:
Content on this site is for reference purposes only. Target does not represent or warrant that the nutrition, ingredient, allergen and other product information on our Web or Mobile sites are accurate or complete, since this information comes from the product manufacturers. On occasion, manufacturers may improve or change their product formulas and update their labels. We recommend that you do not rely solely on the information presented on our Web or Mobile sites and that you review the product's label or contact the manufacturer directly if you have specific product concerns or questions. If you have specific healthcare concerns or questions about the products displayed, please contact your licensed healthcare professional for advice or answers.
Clean
Your clear choice for clean.  Ingredients these products are formulated without, by category: • Beauty, Personal Care & Cleaning - formulated without Phthalates, Propyl-paraben & Butyl-paraben, Sodium Laureth Sulfate (SLES). • Feminine Care, Adult Care & Diapers - fragrance free and chlorine free. • Pets - formulated with meat, poultry, or seafood as the first ingredient, and without artificial colors, flavors, or preservatives.
See how we make shopping for wellness even easier.
Learn more about our wellness icons
If the item details above aren’t accurate or complete, we want to know about it. Report incorrect product info.",,12,Target/Beauty/Skin Care/Facial Treatments,$15.00,https://www.target.com/p/pixi-by-petra-rose-glow-mist-2-70-fl-oz/-/A-53449116,Pixi by Petra Rose Glow Mist - 2.70 fl oz,4.2,Skin Care
ME! Bath,Beauty,"Cruelty Free
Vegan
Highlights
Add a splash of fizz and fragrance to your bath!
Made with skin moisturizing oils to leave skin feeling super soft!
Sweet fragrance notes of juicy poMEgranate.
Not tested on animals.
Crafted in USA.
Treat yourself with a luxurious, moisturizing bath! Bath bombs fizz and MElt when subMErged in water to release nourishing oils, purifying minerals, Epsom salt, and indulgent fragrance! Find a sweet escape with the scent of juicy poMEgranate in ME! bath's PoMEgranate.
Scent: Pomegranate
Suggested Age: Adult Use Only
Health Facts: Fluoride-free, vegan, paraben-free, aluminum-free
Product Form: Bath bomb
Sustainability Claims: Cruelty-free
Recommended Skin Type: Normal
TCIN: 16602279
UPC: 858858000433
Item Number (DPCI): 037-08-1390
Cruelty Free
A product has an independent third-party certification on pack or unqualified on-pack marketing claim relating to being cruelty-free and/or not tested on animals.
Vegan
A product that carries an unqualified independent, third-party certification, or carries on-pack statement relating to the product being 100% vegan.
See how we make shopping for wellness even easier.
Learn more about our wellness icons
If the item details above aren’t accurate or complete, we want to know about it. Report incorrect product info.","Inactive ingredients
Sodium Bicarbonate, Citric Acid, Sea Salt, Sucrose, Magnesium Sulfate, Fragrance, Hamamelis Virginiana (witch Hazel) Extract, Glycine Soja (soybean) Oil, Simmondsia Chinensis (jojoba) Seed Oil, Prunus Amygdalus Dulcis (sweet Almond) Oil, Sesamum Indicum (sesame) Seed Oil, Macadamia Integrifolia Seed Oil, Helianthus, Annuus (sunflower) Seed Oil, Red 33 [ci 17200], Yellow 6 [ci 15985], Red 28 [ci 45410], Orange 4 [ci 15510].",34,Target/Beauty/Bath & Body/Bath Bombs,$9.99,https://www.target.com/p/me-bath-pomegranate-bath-bombs-6ct/-/A-16602279,ME! Bath Pomegranate Bath Bombs - 6ct,3.9,Bath & Body
Good Chemistry,Beauty,"Paraben Free
Cruelty Free
Vegan
Highlights
Notes of freesia, raspberry, vanilla
Vegan
Cruelty-free
Paraben-free & Proplyene Glycol-free
.25fl oz Rollerball
Good Chemistry is know-how meets nature; a just-right composition of instinct and identity that lets your true beauty bloom from the inside. Fragrance notes of freesia, raspberry and vanilla make our Sugar Berry rollerball perfume happy + sweet with irresistible energy.
Scent: Floral
Health Facts: Paraben-free, vegan, dye-free, phthalate-free, aluminum-free
Product Warning: Adult Use Only
Product Form: Roll on
Package Quantity: 1
Sustainability Claims: Cruelty-free
TCIN: 52698133
UPC: 644911971167
Item Number (DPCI): 052-05-0299
Origin: Assem USA w/foreign/dom. parts
Paraben Free
A product that either carries an unqualified on-pack statement indicating that the product is free from parabens, or carries an unqualified on-pack statement ""no parabens.""
Cruelty Free
A product has an independent third-party certification on pack or unqualified on-pack marketing claim relating to being cruelty-free and/or not tested on animals.
Vegan
A product that carries an unqualified independent, third-party certification, or carries on-pack statement relating to the product being 100% vegan.
See how we make shopping for wellness even easier.
Learn more about our wellness icons
If the item details above aren’t accurate or complete, we want to know about it. Report incorrect product info.","Inactive ingredients
Alcohol Denat., Fragrance*, Water",23,Target/Beauty/Fragrances,$12.99,https://www.target.com/p/sugar-berry-by-good-chemistry-eau-de-parfum-women-s-rollerball-25-fl-oz/-/A-52698133,Sugar Berry by Good Chemistry Eau de Parfum Women's Rollerball - .25 fl oz.,4.2,Fragrances
Kristin Ess,Beauty,"Chat with a Target Beauty Concierge
Highlights
root-to-tip hydration
scalp rebalancing
strand strengthening
frizz minimizing
soothing + softening
I wanted to create a mask for the scalp that wouldn't leave your roots looking and feeling oily. This multi-tasking mask uses natural minerals and botanical oils to calm and rebalance the scalp + smooth damaged cuticles. Side note: Don't worry about heaviness - this whipped mask is light enough for daily use.
Contains Zip-Up Technology (tm), our proprietary strengthening complex designed to ""zip-up"" split ends while targeting weak areas of the hair, smoothing the appearance of damaged cuticles and helping to protect hair from environmental stressors and color fade.
Hair Type: All Hair Types
Product Form: Liquid
Beauty Purpose: Damage repair
TCIN: 75565163
UPC: 840797119468
Item Number (DPCI): 063-00-1861
If the item details above aren’t accurate or complete, we want to know about it. Report incorrect product info.",,17,Target/Beauty/Hair Care/Shampoo & Conditioner,$14.00,https://www.target.com/p/kristin-ess-weightless-hydration-daily-scalp-hair-mask-6-7-fl-oz/-/A-75565163,Kristin Ess Weightless Hydration Daily Scalp + Hair Mask - 6.7 fl oz,3.8,Hair Care
SensatioNail,Beauty,"Chat with a Target Beauty Concierge
Fashionable fingertips and luxurious manicures just got easier and more convenient than ever! Indulge in a salon-quality gel manicure from the comfort of your home with SensatioNail - the # 1 at-home gel system.
SensatioNail Gel Color can now be created with your favorite nail colors! Just add your own choice of polish to the true gel system. True gel features a proprietary formula that glides on smoothly in minutes and is flash-cured for a radiantly resilient, high-gloss finish. SensatioNail Gel Color lasts up to 2 weeks - without chipping, peeling or fading - and will look as gorgeous on the day you remove
it as the day you applied it.
Used in tandem with the SensatioNail LED LAMP (included in the Starter Kit), your SensatioNail Gel Color will provide up to 25 long-lasting manicures. No smudging, no chipping and, no matter what, color stays flawlessly polished-to-perfection for up to 2 weeks.
Number of Pieces: 1
Color Family: Multiple Colors
Color Finish: Gloss
Color Palette: Medium Tones
Product Form: Gel
Beauty Purpose: Nail care, shine enhancing
Features: High shine
TCIN: 49107373
UPC: 079181717793
Item Number (DPCI): 052-06-0920
If the item details above aren’t accurate or complete, we want to know about it. Report incorrect product info.",,145,Target/Beauty/Makeup/Nails,$26.99,https://www.target.com/p/sensationail-polish-to-gel-transformer-kit/-/A-49107373,Sensationail Polish to Gel Transformer Kit,4.0,Makeup
Kristin Ess,Beauty,"Chat with a Target Beauty Concierge
Highlights
handle rotates between 180° & 90°
titanium barrel delivers heat faster
ionic technology boost shine
even heat for more consistent waves
4 digital settings up to 425° f
TELL ME EVERYTHING
People always ask me why they would use a curling wand versus a curling iron. The answer is simple, you use a wand then you want fuller, more voluminous waves/curls. And you use a curling iron when you want more polished, textured waves. This wand is my go to for creating loose waves on medium to long lengths, or subtle bend shorter lengths.

SOFT WAVES + VOLUMINOUS CURLS
Perfect for creating easy, everyday waves or soft, bouncy curls

TAKE IT EASY
Innovative handle rotates from 180° to 90°, for easier styling, and less stress on your arms

QUICK + EFFICIENT
Titanium barrel with temperature sensing rapid heat technology out performs ceramic, delivering fast, even heat, for more consistent curls and longer lasing styles

SHINE ON
Negative ions help lock in moisture, enhance shine and eliminate frizz

TO EACH THEIR OWN
Digital display + 4 temperature pre-sets (up to 425° F) allow you to customize the temperature to your hair type and texture

LESS STRESS
Automatic shut-off after 30 min of non-use and 9 ft swivel cord

For video tutorials and additional product information go to kristinesshair website or follow @kristin_ess
Hair Type: All Hair Types
Number of Pieces: 1
Heat Maximum: 425 Degrees Fahrenheit
Cable/Cord Length: 9 feet
Number of Heat Settings: 4
Beauty Purpose: Hair Styling, curling
Heating Time: 1 minutes
Material: Plastic, Titanium
Features: Automatic Shut-Off, Corded, Ergonomic Design, Adjustable Temperature Range, Safety Stand, High Heat, High Heat, Instant Heat, Swivel Cord, Folding Handle, Cool Tip, Temperature Indicator, Uniform Heat Recovery, Universal Voltage, Quick Heat Up, Ionic, Multiple Heat Settings, Ceramic heating elements, Digital Display
Power Source: Electric
Care & Cleaning: Spot or wipe clean
Warranty: 2 year limited warranty. To obtain a copy of the manufacturer's or supplier's warranty for this item prior to purchasing the item, please call Target Guest Services at 1-800-591-3869
TCIN: 75567124
UPC: 840797118522
Item Number (DPCI): 063-09-0732
Origin: Imported
If the item details above aren’t accurate or complete, we want to know about it. Report incorrect product info.",,51,Target/Beauty/Hair Care/Hair Styling Tools,$60.00,https://www.target.com/p/kristin-ess-soft-wave-pivoting-wand-curling-iron-1-1-4/-/A-75567124,"Kristin Ess Soft Wave Pivoting Wand Curling Iron - 1 1/4""",4.4,Hair Care
Pacifica,Beauty,"Clean
Phthalate Free
Paraben Free
Cruelty Free
Vegan
Highlights
Key ingredients: coconut, shea butter, natural & essential oils.
Perfectly portable and TSA friendly
Formulated without parabens, phthalates or propylene glycol.
100% Vegan and Cruelty-free
Shimmer and scent delivered in this magical balm ready to travel with you, wherever your wild life leads you. Carefully crafted to take you to the places of your dreams with the highest quality ingredients including essential and natural oils from all over the world. Hawaiian Ruby Guava is a tropical blend of sweet juicy guava and citrusy pomelo that comes to life in a base of subtle coconut. The scent of the South Pacific.



Every true beauty knows it’s what’s on the inside that matters. Formulated without parabens, phthalates or propylene glycol.

INGREDIENTS: cocos nucifera (coconut) oil, butyrospermum parkii (shea butter), euphorbia cerifera (candelilla) wax, helianthus annuus (sunflower) seed oil, simmondsia chinensis (jojoba) seed oil, parfum (with natural & essential oils), copernicia cerifera (carnauba) wax, olea europaea (olive) fruit oil, calcium sodium borosilicate, mica, rosmarinus officinalis (rosemary) leaf extract, iron oxides, titanium dioxide
Scent: Spicy
Number of Pieces: 1
Health Facts: Phthalate-free, formaldehyde donor-free, formaldehyde-free, propylparaben-free, butylparaben-free, nonylphenol ethoxylate free
Product Form: Roll on
Sustainability Claims: Cruelty-free
TCIN: 75563976
UPC: 687735303196
Item Number (DPCI): 052-05-2235
Origin: Made in the USA
Clean
Your clear choice for clean.  Ingredients these products are formulated without, by category: • Beauty, Personal Care & Cleaning - formulated without Phthalates, Propyl-paraben & Butyl-paraben, Sodium Laureth Sulfate (SLES). • Feminine Care, Adult Care & Diapers - fragrance free and chlorine free. • Pets - formulated with meat, poultry, or seafood as the first ingredient, and without artificial colors, flavors, or preservatives.
Phthalate Free
A product that either carries an unqualified on-pack statement indicating that the product is free from phthalates, or carries an unqualified on-pack statement ""no phthalates.""
Paraben Free
A product that either carries an unqualified on-pack statement indicating that the product is free from parabens, or carries an unqualified on-pack statement ""no parabens.""
Cruelty Free
A product has an independent third-party certification on pack or unqualified on-pack marketing claim relating to being cruelty-free and/or not tested on animals.
Vegan
A product that carries an unqualified independent, third-party certification, or carries on-pack statement relating to the product being 100% vegan.
See how we make shopping for wellness even easier.
Learn more about our wellness icons
If the item details above aren’t accurate or complete, we want to know about it. Report incorrect product info.","Inactive ingredients
Cocos Nucifera (coconut) Oil, Butyrospermum Parkii (shea Butter), Euphorbia Cerifera (candelilla) Wax, Helianthus Annuus (sunflower) Seed Oil, Simmondsia Chinensis (jojoba) Seed Oil, Parfum (with Natural & Essential Oils), Copernicia Cerifera (carnauba) Wax, Olea Europaea (olive) Fruit Oil, Calcium Sodium Borosilicate, Mica, Rosmarinus Officinalis (rosemary) Leaf Extract, Iron Oxides, Titanium Dioxide.",2,Target/Beauty/Fragrances,$9.99,https://www.target.com/p/hawaiian-ruby-guava-by-pacifica-shimmer-solid-perfume-women-s-perfume-0-25oz/-/A-75563976,Hawaiian Ruby Guava by Pacifica Shimmer Solid Perfume Women's Perfume - 0.25oz,2.0,Fragrances
Pacifica,Beauty,"Clean
Phthalate Free
Paraben Free
Cruelty Free
Vegan
Highlights
Key ingredients: coconut, shea butter, natural & essential oils.
Perfectly portable and TSA friendly
Formulated without parabens, phthalates or propylene glycol.
100% Vegan and Cruelty-free
Shimmer and scent delivered in this magical balm ready to travel with you, wherever your wild life leads you. Carefully crafted to take you to the places of your dreams with the highest quality ingredients including essential and natural oils from all over the world. Island Vanilla is Inspired by the luscious Tahitian Islands, this beautifully sophisticated exotic blend of Tahitian vanilla, loved for its fruity and slightly floral aroma, anchored with creamy, rich bourbon vanilla.



Every true beauty knows it’s what’s on the inside that matters. Formulated without parabens, phthalates or propylene glycol.

INGREDIENTS: cocos nucifera (coconut) oil, butyrospermum parkii (shea butter), euphorbia cerifera (candelilla) wax, helianthus annuus (sunflower) seed oil, simmondsia chinensis (jojoba) seed oil, parfum (with natural & essential oils), copernicia cerifera (carnauba) wax, olea europaea (olive) fruit oil, calcium sodium borosilicate, mica, titanium dioxide, rosmarinus officinalis (rosemary) leaf extract, caesalpinia sappan bark extract, iron oxides, tin oxide.
Scent: Floral
Number of Pieces: 1
Health Facts: Phthalate-free, formaldehyde donor-free, formaldehyde-free, propylparaben-free, butylparaben-free, nonylphenol ethoxylate free
Product Form: Roll on
Sustainability Claims: Cruelty-free
TCIN: 75563972
UPC: 687735303189
Item Number (DPCI): 052-05-0231
Origin: Made in the USA
Clean
Your clear choice for clean.  Ingredients these products are formulated without, by category: • Beauty, Personal Care & Cleaning - formulated without Phthalates, Propyl-paraben & Butyl-paraben, Sodium Laureth Sulfate (SLES). • Feminine Care, Adult Care & Diapers - fragrance free and chlorine free. • Pets - formulated with meat, poultry, or seafood as the first ingredient, and without artificial colors, flavors, or preservatives.
Phthalate Free
A product that either carries an unqualified on-pack statement indicating that the product is free from phthalates, or carries an unqualified on-pack statement ""no phthalates.""
Paraben Free
A product that either carries an unqualified on-pack statement indicating that the product is free from parabens, or carries an unqualified on-pack statement ""no parabens.""
Cruelty Free
A product has an independent third-party certification on pack or unqualified on-pack marketing claim relating to being cruelty-free and/or not tested on animals.
Vegan
A product that carries an unqualified independent, third-party certification, or carries on-pack statement relating to the product being 100% vegan.
See how we make shopping for wellness even easier.
Learn more about our wellness icons
If the item details above aren’t accurate or complete, we want to know about it. Report incorrect product info.","Inactive ingredients
Cocos Nucifera (coconut) Oil, Butyrospermum Parkii (shea Butter), Euphorbia Cerifera (candelilla) Wax, Helianthus Annuus (sunflower) Seed Oil, Simmondsia Chinensis (jojoba) Seed Oil, Parfum (with Natural & Essential Oils), Copernicia Cerifera (carnauba) Wax, Olea Europaea (olive) Fruit Oil, Calcium Sodium Borosilicate, Mica, Titanium Dioxide, Rosmarinus Officinalis (rosemary) Leaf Extract, Caesalpinia Sappan Bark Extract, Iron Oxides, Tin Oxide.",3,Target/Beauty/Fragrances,$9.99,https://www.target.com/p/island-vanilla-by-pacifica-shimmer-solid-perfume-women-s-perfume-0-25oz/-/A-75563972,Island Vanilla by Pacifica Shimmer Solid Perfume Women's Perfume - 0.25oz,4.3,Fragrances
Good Chemistry,Beauty,"Paraben Free
Cruelty Free
Vegan
Highlights
Notes of citron, ocean, rosemary
Vegan
Cruelty-free
Paraben-free & Proplyene Glycol-free
.25fl oz Rollerball
Good Chemistry is know-how meets nature; a just-right composition of instinct and identity that announces your presence without overstating it. Fragrance notes of citron, ocean and rosemary make our Silver Coast rollerball perfume sophisticated + sexy with an air of confidence.
Scent: Fresh, Fresh
Health Facts: Aluminum-free, dye-free, paraben-free, vegan, phthalate-free
Product Warning: Adult Use Only
Product Form: Roll on
Package Quantity: 1
Sustainability Claims: Cruelty-free
TCIN: 52698146
UPC: 644911971235
Item Number (DPCI): 052-05-0306
Origin: Assem USA w/foreign/dom. parts
Paraben Free
A product that either carries an unqualified on-pack statement indicating that the product is free from parabens, or carries an unqualified on-pack statement ""no parabens.""
Cruelty Free
A product has an independent third-party certification on pack or unqualified on-pack marketing claim relating to being cruelty-free and/or not tested on animals.
Vegan
A product that carries an unqualified independent, third-party certification, or carries on-pack statement relating to the product being 100% vegan.
See how we make shopping for wellness even easier.
Learn more about our wellness icons
If the item details above aren’t accurate or complete, we want to know about it. Report incorrect product info.","Inactive ingredients
Alcohol Denat., Fragrance*, Water",14,Target/Beauty/Fragrances,$12.99,https://www.target.com/p/silver-coast-by-good-chemistry-eau-de-parfum-unisex-rollerball-25-fl-oz/-/A-52698146,Silver Coast by Good Chemistry Eau de Parfum Unisex Rollerball - .25 fl oz,4.3,Fragrances
